id,gender,ocp_cd,age
26624,1,9.0,3
26625,1,9.0,5
26626,2,9.0,3
26627,1,9.0,3
26628,2,9.0,3
26629,2,9.0,3
26630,2,9.0,3
26631,1,3.0,4
26632,1,2.0,5
26633,2,3.0,4
26634,2,4.0,4
26635,2,3.0,3
26636,2,4.0,5
26637,1,9.0,4
26638,2,3.0,4
26639,1,9.0,5
26640,2,3.0,4
26641,2,3.0,3
26642,1,9.0,5
26643,2,1.0,4
26644,1,3.0,5
26645,2,3.0,4
26646,2,9.0,3
26647,2,3.0,3
26648,2,9.0,4
26649,2,3.0,3
26650,2,4.0,5
26651,1,3.0,5
26652,1,3.0,4
26653,2,9.0,3
26654,1,3.0,3
26655,1,9.0,4
26656,1,9.0,4
26657,1,9.0,3
26658,2,9.0,3
26659,1,9.0,4
26660,2,9.0,5
26661,2,3.0,3
26662,2,9.0,3
26663,1,3.0,3
26664,1,3.0,4
26665,2,9.0,4
26666,2,3.0,4
26667,2,9.0,4
26668,2,9.0,5
26669,2,3.0,3
26670,2,3.0,3
26671,2,9.0,5
26672,1,9.0,4
26673,1,3.0,4
26674,2,9.0,4
26675,1,9.0,6
26676,1,9.0,4
26677,1,3.0,3
26678,2,3.0,5
26679,2,3.0,2
26680,1,3.0,5
26681,2,3.0,3
26682,1,3.0,4
26683,2,9.0,3
26684,2,3.0,5
26685,2,3.0,3
26686,1,3.0,4
26687,1,3.0,3
26688,2,3.0,3
26689,2,3.0,4
26690,1,9.0,5
26691,2,9.0,3
26692,1,9.0,5
26693,2,4.0,5
26694,2,9.0,4
26695,1,3.0,5
26696,2,9.0,4
26697,2,9.0,4
26698,2,3.0,3
26699,1,3.0,3
26700,2,3.0,3
26701,2,3.0,3
26702,2,3.0,3
26703,2,3.0,4
26704,2,3.0,3
26705,2,3.0,3
26706,2,9.0,3
26707,2,3.0,4
26708,2,9.0,3
26709,1,9.0,3
26710,1,2.0,4
26711,2,9.0,3
26712,1,3.0,5
26713,1,9.0,4
26714,1,3.0,3
26715,2,9.0,3
26716,1,3.0,5
26717,1,9.0,3
26718,1,3.0,4
26719,1,9.0,3
26720,2,9.0,5
26721,2,9.0,4
26722,2,9.0,6
26723,2,3.0,4
26724,2,9.0,3
26725,2,9.0,4
26726,1,12.0,3
26727,1,3.0,4
26728,2,9.0,5
26729,1,3.0,3
26730,1,9.0,5
26731,1,3.0,3
26732,2,3.0,4
26733,2,9.0,3
26734,1,9.0,6
26735,1,9.0,3
26736,2,3.0,3
26737,1,9.0,3
26738,2,9.0,5
26739,2,3.0,4
26740,1,3.0,3
26741,1,3.0,6
26742,1,3.0,3
26743,2,9.0,4
26744,1,3.0,3
26745,1,9.0,5
26746,1,3.0,3
26747,1,9.0,3
26748,2,9.0,3
26749,1,9.0,4
26750,2,3.0,5
26751,1,3.0,3
26752,2,4.0,4
26753,1,3.0,5
26754,1,9.0,4
26755,1,3.0,3
26756,2,9.0,3
26757,1,3.0,4
26758,1,5.0,5
26759,1,3.0,4
26760,2,4.0,4
26761,2,3.0,4
26762,1,3.0,4
26763,1,9.0,5
26764,2,9.0,4
26765,1,3.0,4
26766,1,3.0,5
26767,1,9.0,4
26768,2,3.0,3
26769,2,9.0,3
26770,2,3.0,3
26771,2,1.0,3
26772,2,3.0,4
26773,1,4.0,4
26774,1,2.0,5
26775,2,3.0,3
26776,2,9.0,3
26777,2,3.0,3
26778,1,9.0,3
26779,2,9.0,4
26780,2,3.0,5
26781,2,3.0,3
26782,2,3.0,3
26783,2,3.0,2
26784,1,9.0,3
26785,2,3.0,3
26786,1,3.0,4
26787,2,7.0,4
26788,2,9.0,4
26789,1,9.0,4
26790,1,9.0,4
26791,2,3.0,4
26792,2,3.0,3
26793,1,3.0,4
26794,1,9.0,3
26795,2,3.0,4
26796,1,9.0,3
26797,1,9.0,4
26798,2,3.0,4
26799,1,9.0,3
26800,1,3.0,4
26801,1,3.0,3
26802,1,9.0,5
26803,2,9.0,3
26804,2,3.0,3
26805,1,3.0,4
26806,2,9.0,4
26807,1,9.0,4
26808,2,9.0,5
26809,1,3.0,3
26810,2,9.0,4
26811,2,3.0,5
26812,1,3.0,4
26813,1,9.0,4
26814,2,3.0,3
26815,2,3.0,3
26816,1,9.0,3
26817,2,3.0,5
26818,2,3.0,3
26819,2,9.0,3
26820,1,9.0,4
26821,1,3.0,5
26822,2,9.0,4
26823,1,3.0,5
26824,2,9.0,4
26825,2,3.0,4
26826,1,4.0,4
26827,2,3.0,3
26828,1,9.0,4
26829,1,9.0,4
26830,2,9.0,3
26831,2,9.0,3
26832,2,3.0,3
26833,1,9.0,4
26834,2,3.0,5
26835,2,9.0,4
26836,2,9.0,3
26837,2,3.0,2
26838,1,3.0,3
26839,1,3.0,3
26840,1,9.0,3
26841,2,9.0,4
26842,2,4.0,6
26843,2,9.0,4
26844,1,9.0,3
26845,1,3.0,3
26846,2,1.0,3
26847,2,9.0,3
26848,2,3.0,4
26849,2,3.0,4
26850,2,9.0,4
26851,1,9.0,3
26852,2,3.0,4
26853,2,3.0,5
26854,2,9.0,4
26855,1,3.0,4
26856,2,3.0,3
26857,2,3.0,4
26858,1,3.0,4
26859,1,3.0,4
26860,2,9.0,5
26861,2,3.0,4
26862,1,4.0,4
26863,1,3.0,3
26864,2,3.0,3
26865,2,9.0,3
26866,1,9.0,5
26867,1,3.0,3
26868,1,9.0,3
26869,1,3.0,3
26870,2,3.0,4
26871,1,3.0,6
26872,2,3.0,4
26873,2,9.0,4
26874,2,3.0,3
26875,2,3.0,4
26876,1,9.0,5
26877,2,9.0,4
26878,2,3.0,5
26879,1,3.0,4
26880,2,3.0,4
26881,1,9.0,5
26882,1,3.0,3
26883,1,3.0,4
26884,2,3.0,3
26885,2,3.0,4
26886,2,9.0,4
26887,1,3.0,3
26888,2,9.0,4
26889,2,2.0,4
26890,2,3.0,4
26891,1,2.0,3
26892,1,3.0,4
26893,1,9.0,5
26894,2,3.0,4
26895,1,3.0,4
26896,2,3.0,5
26897,2,3.0,3
26898,1,3.0,4
26899,2,9.0,3
26900,2,9.0,4
26901,1,3.0,5
26902,2,9.0,4
26903,1,3.0,3
26904,1,3.0,3
26905,1,9.0,4
26906,2,3.0,4
26907,2,3.0,4
26908,2,9.0,3
26909,2,3.0,3
26910,1,3.0,5
26911,1,3.0,5
26912,2,9.0,4
26913,2,3.0,3
26914,2,9.0,3
26915,1,9.0,3
26916,2,9.0,3
26917,2,3.0,4
26918,2,9.0,4
26919,1,3.0,3
26920,2,3.0,4
26921,1,3.0,4
26922,1,3.0,3
26923,1,3.0,5
26924,1,3.0,3
26925,1,9.0,5
26926,1,3.0,6
26927,2,9.0,3
26928,1,3.0,6
26929,2,3.0,3
26930,1,9.0,3
26931,1,9.0,3
26932,2,3.0,3
26933,1,9.0,3
26934,2,3.0,3
26935,2,3.0,3
26936,2,3.0,3
26937,2,9.0,3
26938,1,9.0,4
26939,2,3.0,2
26940,2,3.0,3
26941,1,9.0,4
26942,2,3.0,3
26943,1,3.0,3
26944,2,3.0,4
26945,2,3.0,4
26946,1,7.0,3
26947,1,9.0,3
26948,1,3.0,3
26949,1,3.0,5
26950,2,9.0,4
26951,2,13.0,4
26952,1,9.0,5
26953,2,9.0,3
26954,1,9.0,4
26955,2,3.0,3
26956,1,3.0,4
26957,2,9.0,6
26958,1,9.0,6
26959,2,9.0,6
26960,1,9.0,4
26961,2,9.0,3
26962,2,3.0,4
26963,2,3.0,5
26964,2,3.0,2
26965,1,9.0,6
26966,2,3.0,3
26967,2,3.0,3
26968,1,9.0,4
26969,2,3.0,3
26970,2,3.0,3
26971,1,9.0,6
26972,1,3.0,5
26973,2,3.0,4
26974,2,9.0,4
26975,2,9.0,4
26976,2,9.0,4
26977,2,3.0,3
26978,2,3.0,4
26979,1,3.0,3
26980,2,3.0,3
26981,2,3.0,4
26982,1,9.0,4
26983,2,9.0,3
26984,1,9.0,3
26985,2,9.0,5
26986,2,3.0,4
26987,2,9.0,4
26988,2,9.0,3
26989,1,3.0,5
26990,2,3.0,5
26991,2,3.0,5
26992,1,9.0,4
26993,1,9.0,5
26994,2,3.0,5
26995,2,3.0,4
26996,2,9.0,3
26997,2,3.0,4
26998,2,9.0,5
26999,1,3.0,5
27000,1,9.0,5
27001,2,3.0,3
27002,1,9.0,4
27003,2,9.0,3
27004,2,9.0,3
27005,2,9.0,3
27006,1,4.0,5
27007,2,5.0,4
27008,1,9.0,3
27009,2,3.0,4
27010,1,3.0,4
27011,2,9.0,3
27012,1,3.0,3
27013,1,3.0,4
27014,1,3.0,5
27015,1,9.0,3
27016,1,9.0,5
27017,2,3.0,4
27018,2,9.0,4
27019,2,3.0,4
27020,2,3.0,3
27021,1,3.0,3
27022,2,9.0,4
27023,1,3.0,4
27024,2,9.0,3
27025,2,9.0,4
27026,1,9.0,4
27027,1,9.0,4
27028,1,9.0,4
27029,2,9.0,5
27030,1,3.0,4
27031,1,3.0,3
27032,1,9.0,3
27033,1,3.0,5
27034,2,3.0,4
27035,2,9.0,3
27036,1,3.0,3
27037,2,3.0,3
27038,1,3.0,3
27039,2,9.0,4
27040,1,9.0,6
27041,1,4.0,3
27042,1,9.0,4
27043,1,3.0,3
27044,1,9.0,4
27045,2,13.0,5
27046,2,9.0,4
27047,2,9.0,4
27048,1,9.0,4
27049,2,3.0,4
27050,1,7.0,3
27051,2,3.0,3
27052,2,3.0,2
27053,1,3.0,4
27054,1,9.0,3
27055,2,3.0,5
27056,1,4.0,5
27057,1,9.0,3
27058,2,9.0,4
27059,2,3.0,5
27060,1,9.0,3
27061,2,9.0,3
27062,1,3.0,3
27063,2,3.0,5
27064,2,3.0,6
27065,1,3.0,6
27066,1,9.0,4
27067,2,9.0,3
27068,2,3.0,4
27069,1,3.0,3
27070,1,4.0,4
27071,1,1.0,3
27072,1,4.0,5
27073,1,3.0,4
27074,2,3.0,3
27075,1,3.0,3
27076,1,3.0,4
27077,2,9.0,4
27078,1,9.0,3
27079,2,9.0,5
27080,2,3.0,3
27081,1,9.0,3
27082,2,3.0,3
27083,1,9.0,4
27084,2,9.0,3
27085,1,3.0,6
27086,1,3.0,3
27087,1,3.0,4
27088,2,3.0,3
27089,1,9.0,3
27090,2,3.0,5
27091,1,3.0,4
27092,1,9.0,3
27093,1,3.0,5
27094,2,9.0,3
27095,2,9.0,4
27096,1,3.0,4
27097,1,3.0,4
27098,2,9.0,3
27099,2,9.0,4
27100,2,3.0,3
27101,2,9.0,3
27102,2,9.0,4
27103,2,3.0,3
27104,1,3.0,5
27105,2,9.0,5
27106,1,9.0,3
27107,1,9.0,3
27108,1,9.0,6
27109,1,3.0,4
27110,2,9.0,4
27111,1,9.0,3
27112,1,3.0,5
27113,1,3.0,4
27114,1,3.0,3
27115,2,7.0,5
27116,2,9.0,4
27117,1,9.0,3
27118,2,3.0,3
27119,2,9.0,4
27120,2,9.0,4
27121,1,3.0,3
27122,1,3.0,3
27123,2,9.0,4
27124,1,3.0,4
27125,1,9.0,5
27126,2,9.0,4
27127,1,3.0,4
27128,1,3.0,3
27129,1,9.0,4
27130,1,13.0,4
27131,2,9.0,3
27132,1,3.0,5
27133,1,3.0,3
27134,1,3.0,3
27135,1,9.0,3
27136,2,9.0,3
27137,2,1.0,3
27138,1,9.0,3
27139,1,3.0,4
27140,1,3.0,4
27141,2,3.0,3
27142,1,3.0,4
27143,2,9.0,4
27144,1,9.0,3
27145,1,9.0,4
27146,1,12.0,3
27147,1,9.0,4
27148,1,3.0,4
27149,1,9.0,4
27150,1,3.0,5
27151,2,9.0,4
27152,1,2.0,3
27153,2,3.0,3
27154,1,3.0,3
27155,2,3.0,4
27156,1,3.0,4
27157,2,9.0,4
27158,1,3.0,3
27159,2,3.0,3
27160,2,3.0,4
27161,2,9.0,3
27162,1,9.0,3
27163,2,3.0,5
27164,1,3.0,3
27165,2,3.0,4
27166,1,3.0,5
27167,1,9.0,4
27168,1,9.0,4
27169,1,9.0,6
27170,1,4.0,5
27171,1,3.0,5
27172,2,13.0,3
27173,2,7.0,3
27174,2,3.0,3
27175,2,3.0,4
27176,2,3.0,4
27177,2,9.0,5
27178,1,3.0,2
27179,2,3.0,4
27180,2,9.0,4
27181,1,9.0,5
27182,1,3.0,4
27183,1,3.0,4
27184,1,9.0,5
27185,2,3.0,6
27186,2,9.0,5
27187,2,9.0,4
27188,2,9.0,5
27189,1,3.0,4
27190,2,9.0,3
27191,1,9.0,3
27192,2,3.0,3
27193,2,9.0,4
27194,2,9.0,3
27195,2,9.0,4
27196,1,3.0,3
27197,2,3.0,3
27198,2,9.0,4
27199,2,9.0,3
27200,1,3.0,5
27201,2,9.0,3
27202,1,3.0,4
27203,1,9.0,4
27204,2,3.0,4
27205,2,3.0,4
27206,1,3.0,5
27207,2,9.0,3
27208,2,3.0,4
27209,1,2.0,3
27210,1,9.0,4
27211,2,9.0,3
27212,1,4.0,4
27213,2,3.0,3
27214,2,3.0,3
27215,2,3.0,2
27216,2,3.0,5
27217,1,3.0,4
27218,1,9.0,4
27219,1,9.0,3
27220,2,3.0,4
27221,1,3.0,3
27222,1,3.0,4
27223,1,9.0,3
27224,1,9.0,3
27225,2,1.0,5
27226,1,3.0,6
27227,1,3.0,4
27228,1,9.0,5
27229,1,3.0,3
27230,2,3.0,3
27231,1,3.0,5
27232,2,3.0,3
27233,1,9.0,4
27234,2,3.0,3
27235,2,3.0,3
27236,1,3.0,4
27237,2,3.0,4
27238,1,9.0,5
27239,1,3.0,3
27240,1,3.0,4
27241,1,3.0,4
27242,1,4.0,6
27243,2,3.0,4
27244,1,9.0,5
27245,2,3.0,5
27246,2,1.0,5
27247,1,3.0,4
27248,2,1.0,4
27249,1,3.0,4
27250,1,3.0,4
27251,1,9.0,4
27252,1,9.0,5
27253,1,3.0,5
27254,1,3.0,5
27255,1,3.0,3
27256,1,9.0,4
27257,2,3.0,4
27258,1,13.0,6
27259,1,9.0,4
27260,2,9.0,5
27261,2,9.0,4
27262,2,9.0,4
27263,1,3.0,4
27264,1,3.0,3
27265,2,3.0,4
27266,1,3.0,3
27267,2,3.0,4
27268,1,9.0,3
27269,2,1.0,6
27270,1,3.0,5
27271,1,3.0,3
27272,2,9.0,3
27273,1,2.0,4
27274,1,9.0,3
27275,1,9.0,4
27276,2,3.0,3
27277,1,3.0,5
27278,2,9.0,4
27279,2,9.0,4
27280,1,3.0,6
27281,1,9.0,4
27282,2,3.0,6
27283,1,13.0,4
27284,1,3.0,4
27285,2,3.0,2
27286,2,3.0,3
27287,2,3.0,4
27288,1,3.0,3
27289,2,3.0,3
27290,2,3.0,4
27291,1,3.0,4
27292,2,9.0,3
27293,2,3.0,4
27294,2,9.0,4
27295,1,3.0,2
27296,1,9.0,3
27297,1,4.0,4
27298,2,3.0,3
27299,2,3.0,4
27300,1,3.0,4
27301,2,9.0,3
27302,2,9.0,4
27303,2,9.0,4
27304,1,9.0,3
27305,1,3.0,5
27306,1,3.0,2
27307,1,3.0,4
27308,1,3.0,4
27309,1,3.0,4
27310,2,3.0,5
27311,2,9.0,4
27312,2,9.0,3
27313,1,9.0,3
27314,1,4.0,4
27315,1,3.0,5
27316,2,9.0,3
27317,2,9.0,5
27318,1,4.0,6
27319,1,7.0,3
27320,2,3.0,5
27321,1,9.0,5
27322,1,9.0,5
27323,2,9.0,4
27324,2,3.0,4
27325,1,3.0,4
27326,1,9.0,5
27327,2,3.0,4
27328,2,3.0,3
27329,1,9.0,4
27330,2,9.0,3
27331,1,9.0,4
27332,1,3.0,3
27333,2,9.0,3
27334,2,3.0,3
27335,1,3.0,5
27336,2,9.0,3
27337,1,3.0,5
27338,1,9.0,3
27339,2,3.0,4
27340,2,9.0,4
27341,1,9.0,3
27342,2,3.0,5
27343,2,3.0,3
27344,1,3.0,5
27345,2,3.0,3
27346,2,9.0,3
27347,2,3.0,4
27348,2,3.0,4
27349,2,3.0,3
27350,2,9.0,3
27351,2,3.0,5
27352,2,9.0,4
27353,2,9.0,3
27354,2,3.0,3
27355,1,3.0,4
27356,2,3.0,3
27357,1,9.0,5
27358,1,9.0,3
27359,2,3.0,4
27360,2,9.0,4
27361,2,9.0,3
27362,1,9.0,4
27363,2,3.0,3
27364,2,4.0,4
27365,2,3.0,5
27366,1,3.0,4
27367,2,4.0,4
27368,1,9.0,3
27369,1,9.0,4
27370,2,9.0,4
27371,2,9.0,4
27372,2,9.0,4
27373,1,3.0,6
27374,1,9.0,6
27375,1,3.0,3
27376,1,9.0,4
27377,1,9.0,4
27378,2,3.0,3
27379,1,9.0,4
27380,2,3.0,3
27381,2,3.0,3
27382,1,9.0,3
27383,2,3.0,3
27384,2,9.0,2
27385,1,3.0,4
27386,1,3.0,4
27387,2,3.0,4
27388,2,3.0,5
27389,2,3.0,5
27390,2,9.0,3
27391,2,9.0,4
27392,2,3.0,3
27393,1,3.0,3
27394,1,9.0,3
27395,1,3.0,4
27396,2,3.0,4
27397,1,9.0,4
27398,2,3.0,4
27399,2,9.0,3
27400,2,3.0,2
27401,2,9.0,3
27402,1,1.0,4
27403,1,9.0,3
27404,2,9.0,3
27405,2,3.0,4
27406,1,6.0,2
27407,1,3.0,4
27408,1,3.0,4
27409,2,3.0,6
27410,1,3.0,3
27411,1,9.0,4
27412,1,9.0,3
27413,1,9.0,4
27414,2,9.0,6
27415,2,9.0,3
27416,2,3.0,4
27417,2,9.0,4
27418,1,9.0,5
27419,1,9.0,6
27420,2,3.0,3
27421,1,3.0,5
27422,2,9.0,3
27423,1,3.0,5
27424,1,9.0,4
27425,2,3.0,5
27426,1,9.0,6
27427,1,3.0,5
27428,2,9.0,3
27429,2,9.0,3
27430,1,9.0,5
27431,2,9.0,3
27432,1,3.0,5
27433,2,9.0,3
27434,1,9.0,4
27435,1,3.0,6
27436,2,3.0,4
27437,2,3.0,4
27438,2,2.0,4
27439,1,3.0,4
27440,2,9.0,4
27441,1,3.0,3
27442,1,3.0,4
27443,1,3.0,3
27444,1,9.0,5
27445,1,3.0,4
27446,2,3.0,3
27447,1,9.0,4
27448,2,9.0,3
27449,2,1.0,5
27450,2,3.0,3
27451,1,3.0,5
27452,2,9.0,4
27453,1,3.0,3
27454,2,3.0,4
27455,1,9.0,4
27456,2,3.0,4
27457,2,9.0,4
27458,1,3.0,3
27459,1,3.0,4
27460,1,3.0,4
27461,2,3.0,4
27462,2,3.0,4
27463,1,9.0,4
27464,1,9.0,4
27465,1,9.0,4
27466,2,3.0,4
27467,1,9.0,4
27468,2,3.0,2
27469,2,9.0,5
27470,2,3.0,3
27471,2,3.0,2
27472,2,9.0,5
27473,2,9.0,3
27474,2,3.0,4
27475,2,9.0,4
27476,2,3.0,5
27477,2,3.0,3
27478,2,3.0,4
27479,2,9.0,4
27480,2,3.0,3
27481,1,6.0,2
27482,2,9.0,3
27483,1,3.0,3
27484,2,3.0,4
27485,1,9.0,5
27486,2,3.0,4
27487,1,3.0,5
27488,1,3.0,5
27489,1,9.0,3
27490,1,12.0,6
27491,2,9.0,4
27492,1,9.0,4
27493,2,9.0,5
27494,2,9.0,4
27495,2,3.0,4
27496,2,9.0,4
27497,2,9.0,4
27498,2,9.0,4
27499,2,9.0,4
27500,1,3.0,4
27501,2,4.0,6
27502,1,5.0,6
27503,2,3.0,4
27504,1,3.0,5
27505,2,3.0,3
27506,1,4.0,6
27507,1,3.0,5
27508,2,9.0,5
27509,2,9.0,3
27510,1,3.0,4
27511,1,9.0,4
27512,2,2.0,6
27513,1,9.0,3
27514,2,9.0,4
27515,1,9.0,3
27516,1,3.0,4
27517,1,9.0,5
27518,2,9.0,5
27519,2,3.0,4
27520,1,3.0,3
27521,1,11.0,6
27522,2,3.0,5
27523,2,9.0,4
27524,2,4.0,4
27525,1,3.0,3
27526,1,9.0,6
27527,1,1.0,4
27528,1,9.0,5
27529,2,9.0,4
27530,2,3.0,3
27531,2,1.0,4
27532,1,9.0,3
27533,1,3.0,4
27534,1,3.0,3
27535,1,3.0,4
27536,1,9.0,4
27537,2,9.0,5
27538,1,9.0,3
27539,2,3.0,4
27540,1,9.0,4
27541,1,9.0,3
27542,1,9.0,4
27543,2,3.0,3
27544,1,9.0,5
27545,1,9.0,5
27546,2,4.0,5
27547,2,3.0,5
27548,1,1.0,4
27549,2,9.0,5
27550,1,3.0,4
27551,2,4.0,4
27552,1,3.0,5
27553,2,3.0,5
27554,1,9.0,4
27555,2,9.0,3
27556,1,3.0,4
27557,2,9.0,4
27558,1,3.0,3
27559,1,9.0,4
27560,1,9.0,2
27561,1,9.0,4
27562,2,9.0,3
27563,2,3.0,4
27564,1,3.0,4
27565,2,9.0,2
27566,2,9.0,3
27567,1,3.0,2
27568,1,9.0,4
27569,2,9.0,3
27570,2,3.0,4
27571,1,9.0,4
27572,1,9.0,3
27573,2,3.0,4
27574,2,3.0,5
27575,2,3.0,3
27576,2,7.0,3
27577,1,3.0,4
27578,1,3.0,4
27579,1,3.0,4
27580,2,9.0,4
27581,1,9.0,3
27582,2,9.0,3
27583,2,9.0,5
27584,1,9.0,5
27585,2,9.0,5
27586,1,3.0,4
27587,1,3.0,5
27588,2,3.0,3
27589,1,9.0,3
27590,2,3.0,6
27591,2,3.0,3
27592,2,3.0,3
27593,1,9.0,3
27594,1,9.0,4
27595,1,9.0,4
27596,1,9.0,3
27597,1,3.0,4
27598,1,3.0,3
27599,1,4.0,4
27600,1,3.0,5
27601,2,3.0,4
27602,1,4.0,5
27603,2,3.0,3
27604,2,3.0,3
27605,2,3.0,3
27606,1,3.0,3
27607,2,3.0,3
27608,2,3.0,5
27609,2,9.0,4
27610,2,3.0,4
27611,1,9.0,5
27612,1,3.0,4
27613,1,9.0,4
27614,1,2.0,4
27615,1,3.0,3
27616,1,3.0,4
27617,2,3.0,4
27618,1,4.0,4
27619,2,9.0,3
27620,2,9.0,3
27621,2,3.0,4
27622,2,3.0,6
27623,1,9.0,3
27624,1,9.0,4
27625,1,9.0,3
27626,2,9.0,4
27627,1,9.0,5
27628,2,3.0,3
27629,1,9.0,4
27630,1,3.0,5
27631,2,9.0,4
27632,1,3.0,3
27633,2,3.0,3
27634,1,9.0,3
27635,2,9.0,5
27636,1,9.0,4
27637,2,3.0,3
27638,2,9.0,4
27639,2,9.0,4
27640,2,3.0,3
27641,2,9.0,4
27642,1,9.0,4
27643,2,3.0,4
27644,2,3.0,4
27645,1,9.0,5
27646,2,9.0,4
27647,1,3.0,5
27648,2,4.0,5
27649,1,3.0,4
27650,1,9.0,5
27651,2,9.0,4
27652,1,4.0,4
27653,2,3.0,3
27654,2,3.0,5
27655,1,9.0,6
27656,2,7.0,4
27657,1,3.0,6
27658,1,9.0,4
27659,2,9.0,3
27660,1,7.0,5
27661,2,9.0,4
27662,2,3.0,4
27663,1,3.0,5
27664,1,9.0,4
27665,2,9.0,5
27666,2,3.0,3
27667,2,3.0,4
27668,2,3.0,3
27669,1,9.0,3
27670,1,7.0,4
27671,1,9.0,3
27672,1,3.0,4
27673,1,9.0,3
27674,1,9.0,4
27675,1,3.0,5
27676,1,9.0,4
27677,2,3.0,3
27678,2,9.0,4
27679,1,9.0,4
27680,2,9.0,3
27681,2,1.0,5
27682,2,3.0,2
27683,2,3.0,4
27684,1,3.0,3
27685,1,9.0,3
27686,1,9.0,4
27687,2,9.0,3
27688,1,9.0,3
27689,2,3.0,3
27690,2,9.0,3
27691,1,3.0,5
27692,2,9.0,5
27693,1,9.0,4
27694,2,9.0,4
27695,1,9.0,5
27696,2,3.0,4
27697,2,9.0,3
27698,1,9.0,5
27699,2,3.0,2
27700,1,3.0,4
27701,1,9.0,4
27702,2,9.0,3
27703,2,4.0,4
27704,1,7.0,3
27705,2,3.0,3
27706,2,9.0,5
27707,2,3.0,3
27708,1,9.0,3
27709,2,3.0,4
27710,1,9.0,4
27711,1,1.0,3
27712,2,3.0,3
27713,1,9.0,4
27714,2,3.0,4
27715,2,3.0,3
27716,2,3.0,3
27717,2,3.0,4
27718,1,9.0,2
27719,2,3.0,4
27720,1,9.0,4
27721,1,9.0,3
27722,1,9.0,3
27723,2,9.0,4
27724,2,3.0,3
27725,2,3.0,4
27726,2,3.0,3
27727,2,9.0,4
27728,2,3.0,4
27729,1,3.0,3
27730,1,9.0,3
27731,2,3.0,3
27732,2,3.0,4
27733,2,9.0,3
27734,1,3.0,4
27735,1,9.0,6
27736,2,3.0,5
27737,1,3.0,3
27738,1,3.0,4
27739,2,3.0,6
27740,1,9.0,3
27741,1,9.0,5
27742,1,9.0,4
27743,1,7.0,4
27744,1,3.0,4
27745,1,9.0,3
27746,2,3.0,3
27747,1,3.0,3
27748,2,3.0,4
27749,2,9.0,3
27750,2,4.0,4
27751,1,3.0,4
27752,1,3.0,3
27753,2,9.0,4
27754,1,9.0,4
27755,2,9.0,3
27756,1,3.0,5
27757,2,9.0,5
27758,1,9.0,3
27759,1,3.0,4
27760,2,9.0,3
27761,1,3.0,4
27762,1,3.0,4
27763,2,9.0,3
27764,2,9.0,3
27765,1,4.0,6
27766,2,4.0,4
27767,1,3.0,3
27768,2,3.0,3
27769,2,9.0,4
27770,2,3.0,3
27771,1,9.0,5
27772,2,9.0,4
27773,2,9.0,4
27774,1,3.0,3
27775,1,9.0,3
27776,1,3.0,4
27777,1,9.0,3
27778,2,4.0,6
27779,1,9.0,3
27780,1,3.0,3
27781,1,9.0,4
27782,1,3.0,3
27783,1,9.0,3
27784,2,9.0,4
27785,2,3.0,5
27786,1,3.0,5
27787,2,9.0,4
27788,1,9.0,3
27789,1,9.0,4
27790,2,9.0,3
27791,2,5.0,3
27792,1,1.0,4
27793,1,9.0,4
27794,1,3.0,3
27795,2,3.0,3
27796,1,3.0,4
27797,2,3.0,3
27798,1,3.0,4
27799,1,3.0,6
27800,1,9.0,3
27801,1,3.0,5
27802,2,3.0,4
27803,2,3.0,5
27804,2,3.0,3
27805,2,9.0,4
27806,1,9.0,3
27807,2,9.0,4
27808,2,4.0,5
27809,1,9.0,5
27810,1,9.0,3
27811,2,3.0,3
27812,1,9.0,4
27813,2,9.0,5
27814,1,3.0,4
27815,2,3.0,2
27816,1,9.0,4
27817,1,3.0,3
27818,1,2.0,3
27819,1,3.0,3
27820,1,3.0,4
27821,1,9.0,4
27822,1,3.0,4
27823,2,3.0,4
27824,1,9.0,3
27825,1,9.0,3
27826,2,9.0,3
27827,2,9.0,4
27828,1,3.0,3
27829,1,3.0,4
27830,2,6.0,2
27831,1,4.0,5
27832,2,3.0,3
27833,1,3.0,3
27834,2,3.0,4
27835,1,9.0,5
27836,1,9.0,5
27837,2,4.0,5
27838,2,9.0,4
27839,2,3.0,4
27840,2,9.0,3
27841,1,3.0,4
27842,2,3.0,3
27843,1,3.0,5
27844,2,3.0,3
27845,1,9.0,6
27846,2,3.0,5
27847,1,9.0,4
27848,1,9.0,3
27849,2,3.0,4
27850,2,4.0,6
27851,2,9.0,3
27852,2,9.0,3
27853,1,9.0,3
27854,1,9.0,4
27855,2,9.0,3
27856,1,3.0,4
27857,2,3.0,3
27858,2,3.0,4
27859,1,9.0,3
27860,2,3.0,4
27861,2,9.0,5
27862,1,9.0,4
27863,1,9.0,3
27864,2,9.0,5
27865,1,9.0,4
27866,2,9.0,3
27867,2,3.0,4
27868,2,9.0,4
27869,2,9.0,3
27870,1,9.0,5
27871,2,3.0,3
27872,2,9.0,3
27873,1,3.0,4
27874,1,3.0,4
27875,1,9.0,5
27876,2,6.0,3
27877,1,9.0,3
27878,2,3.0,3
27879,1,9.0,3
27880,1,9.0,3
27881,2,3.0,3
27882,2,3.0,4
27883,1,9.0,5
27884,1,9.0,3
27885,1,9.0,4
27886,2,9.0,3
27887,1,3.0,4
27888,2,9.0,4
27889,2,9.0,4
27890,2,13.0,6
27891,1,4.0,5
27892,1,3.0,3
27893,2,7.0,5
27894,1,9.0,6
